Time,Thrust N,x-Thrust N,y-Thrust N,Acceleration Feet/sec/sec,x-Acceleration Feet/sec/sec,y-Acceleration Feet/sec/sec,Acceleration Total Feet/sec/sec,x-Acceleration Total Feet/sec/sec,y-Acceleration Total Feet/sec/sec,Velocity Feet / Sec,x-Velocity Feet / Sec,y-Velocity Feet / Sec,Mach number,Altitude Feet,Range Feet,Cd,Drag force N,x-Drag force N,y-Drag force N,Longitudinal moment of inertia Ounces-Inches^2,Radial moment of inertia Ounces-Inches^2,Flight angle Deg.,Gamma - Velocity tangent angle Deg.,Wind angle of attack Deg.,CG Inches,Mass Ounces,CP Inches,CNa - normal force coefficient,Static stability margin Calibers,Angular acceleration Rad/s/s,Torque N-m,Pitch rate rad/s,Pitch force N,x-Wind velocity Miles / Hour,Cross wind drag N,Cross wind lift N,X Wind induced acceleration Feet/sec/sec,Y Wind induced lift Feet/sec/sec,X Wind drift velocity Feet / Sec,Y Wind drift velocity Feet / Sec,Thermal rise velocity Miles / Hour,Gravity Feet/sec/sec,Pressure KPa,Temperature Degrees Fahrenheit,Density kg/m^3,Viscosity ?,Kinematic viscosity ?,Sound velocity Feet / Sec,Corrective moment coefficient,Damping moment coefficient,Nat. Freq. at zero roll rate rad/s,Damping Ratio,Prec. Freq. rad/s,Nat. Coupled Frequency rad/s,Coupled Damping Ratio,Booster 2 Velocity Feet / Sec,Booster 2 x-Velocity Feet / Sec,Booster 2 y-Velocity Feet / Sec,Booster 2 range Feet,Booster 2 altitude Feet,Booster 2 flight angle Deg.,Booster 1 Velocity Feet / Sec,Booster 1 x-Velocity Feet / Sec,Booster 1 y-Velocity Feet / Sec,Booster 1 range Feet,Booster 1 altitude Feet,Booster 1 flight angle 
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.483705, 0.000000, 0.000000, 0.000000,1679.816002,10.254288,89.999999, 0.000000, 0.000000,10.890000,22.161916,14.295000, 7.456565, 1.536398, 0.000000, 0.000000, 0.000000, 0.000000, 1.994398, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,32.089000,101299.762922,60.653000, 1.220803, 0.000018, 0.000158,1118.228000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.017500,51.228750,-0.000000,51.228750,267.647000, 0.000000,267.647000,235.558000, 0.000000,235.558000, 2.989000, 0.000000, 2.989000, 0.002673, 0.022000, 0.000000, 0.483705, 0.000496, 0.000000,-0.000496,1678.288464,10.245558,89.999999,89.999999, 0.000000,10.883000,22.150691,14.295000, 7.456565, 1.539385, 0.000000, 0.000000, 0.000000, 0.000000, 1.994380, 0.018416, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,32.089000,101299.698467,60.653000, 1.220802, 0.000018, 0.000158,1118.228000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.035000,49.338333,-0.000000,49.338333,257.935000, 0.000000,257.935000,225.846000, 0.000000,225.846000, 7.018000, 0.000000, 7.018000, 0.006276, 0.112000, 0.000000, 0.483705, 0.003098, 0.000000,-0.003098,1676.197061,10.233618,89.999999,89.999999, 0.000000,10.874000,22.135339,14.295000, 7.456565, 1.543476, 0.000000, 0.000000, 0.000000, 0.000000, 1.994361, 0.018416, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,32.089000,101299.388054,60.653000, 1.220799, 0.000018, 0.000158,1118.228000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.052500,47.687500,-0.000000,47.687500,249.447000, 0.000000,249.447000,217.358000, 0.000000,217.358000,10.890000, 0.000000,10.890000, 0.009739, 0.271000, 0.000000, 0.483705, 0.007699, 0.000000,-0.007699,1674.179270,10.222111,89.999999,89.999999, 0.000000,10.865000,22.120543,14.295000, 7.456565, 1.547424, 0.000000, 0.000000, 0.000000, 0.000000, 1.994343, 0.018415, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,32.089000,101298.825807,60.652000, 1.220793, 0.000018, 0.000158,1118.227000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.070000,46.625000,-0.000000,46.625000,244.014000, 0.000000,244.014000,211.925000, 0.000000,211.925000,14.632000, 0.000000,14.632000, 0.013085, 0.497000, 0.000000, 0.483705, 0.014094, 0.000000,-0.014094,1672.209982,10.210892,89.999999,89.999999, 0.000000,10.857000,22.106119,14.295000, 7.456565, 1.551278, 0.000000, 0.000000, 0.000000, 0.000000, 1.994324, 0.018415, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,32.089000,101298.021123,60.652000, 1.220786, 0.000018, 0.000158,1118.226000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.087500,46.003750,-0.000000,46.003750,240.873000, 0.000000,240.873000,208.784000, 0.000000,208.784000,18.311000, 0.000000,18.311000, 0.016375, 0.788000, 0.000000, 0.483705, 0.022246, 0.000000,-0.022246,1670.276664,10.199890,89.999999,89.999999, 0.000000,10.848000,22.091973,14.295000, 7.456565, 1.555062, 0.000000, 0.000000, 0.000000, 0.000000, 1.994305, 0.018414, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,32.089000,101296.980169,60.651000, 1.220775, 0.000018, 0.000158,1118.225000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.105000,45.453000,-0.000000,45.453000,238.088000, 0.000000,238.088000,205.999000, 0.000000,205.999000,21.936000, 0.000000,21.936000, 0.019617, 1.142000, 0.000000, 0.483706, 0.032090, 0.000000,-0.032090,1668.356206,10.188973,89.999999,89.999999, 0.000000,10.840000,22.077936,14.295000, 7.456565, 1.558822, 0.000000, 0.000000, 0.000000, 0.000000, 1.994287, 0.018414, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,32.089000,101295.706523,60.649000, 1.220763, 0.000018, 0.000158,1118.224000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.122500,45.078500,-0.000000,45.078500,236.211000, 0.000000,236.211000,204.122000, 0.000000,204.122000,25.524000, 0.000000,25.524000, 0.022825, 1.560000, 0.000000, 0.483706, 0.043597, 0.000000,-0.043597,1666.471005,10.178267,89.999999,89.999999, 0.000000,10.832000,22.064171,14.295000, 7.456565, 1.562514, 0.000000, 0.000000, 0.000000, 0.000000, 1.994268, 0.018413, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,32.089000,101294.203215,60.648000, 1.220748, 0.000018, 0.000158,1118.222000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.140000,44.704000,-0.000000,44.704000,234.324000, 0.000000,234.324000,202.235000, 0.000000,202.235000,29.078000, 0.000000,29.078000, 0.026004, 2.040000, 0.000000, 0.483707, 0.056734, 0.000000,-0.056734,1664.583881,10.167561,89.999999,89.999999, 0.000000,10.823000,22.050405,14.295000, 7.456565, 1.566211, 0.000000, 0.000000, 0.000000, 0.000000, 1.994249, 0.018413, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,32.089000,101292.472430,60.646000, 1.220731, 0.000018, 0.000158,1118.221000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.157500,44.755000,-0.000000,44.755000,234.661000, 0.000000,234.661000,202.572000, 0.000000,202.572000,32.609000, 0.000000,32.609000, 0.029162, 2.582000, 0.000000, 0.483707, 0.071482, 0.000000,-0.071482,1662.694920,10.156855,89.999999,89.999999, 0.000000,10.815000,22.036641,14.295000, 7.456565, 1.569912, 0.000000, 0.000000, 0.000000, 0.000000, 1.994231, 0.018412, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,32.089000,101290.516207,60.644000, 1.220712, 0.000018, 0.000158,1118.218000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.175000,45.373333,-0.000000,45.373333,237.950000, 0.000000,237.950000,205.861000, 0.000000,205.861000,36.185000, 0.000000,36.185000, 0.032360, 3.186000, 0.000000, 0.504152, 0.091859, 0.000000,-0.091859,1660.804150,10.146151,90.000308,89.999999, 4.653936,10.807000,22.022877,14.808000, 7.456565, 1.804983, 0.368886, 0.011214, 0.001768, 0.110356, 1.994212, 0.018407, 0.000000, 0.097000, 0.000000, 0.001000, 0.000000, 0.000000,32.089000,101288.334078,60.642000, 1.220691, 0.000018, 0.000158,1118.216000, 0.138062, 0.006869, 2.131922, 0.053036, 0.000000, 2.125440, 0.052875, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.192500,44.662500,-0.004020,44.662500,234.262000,-0.021000,234.262000,202.173000,-0.021000,202.173000,39.771000,-0.000000,39.771000, 0.035566, 3.853000, 0.000000, 0.501281, 0.110499, 0.000000,-0.110499,1658.927523,10.135537,90.005663,90.000201, 4.228026,10.799000,22.009230,14.761000, 7.456565, 1.787397, 0.400320, 0.012205, 0.008521, 0.121292, 1.994193, 0.018385, 0.000000, 0.097000, 0.000000, 0.002000, 0.000000, 0.000000,32.089000,101285.923214,60.640000, 1.220668, 0.000018, 0.000158,1118.214000, 0.165402, 0.007366, 2.334800, 0.051988, 0.000000, 2.327700, 0.051829, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.210000,43.420000,-0.013026,43.420000,227.765000,-0.069000,227.765000,195.676000,-0.069000,195.676000,43.248000,-0.001000,43.248000, 0.038676, 4.581000, 0.000000, 0.499118, 0.130282, 0.000003,-0.130282,1657.055429,10.124959,90.018076,90.001128, 3.875060,10.791000,21.995630,14.722000, 7.456565, 1.773448, 0.429703, 0.013143, 0.015805, 0.131637, 1.994174, 0.018363, 0.000000, 0.097000, 0.000000, 0.004000, 0.000000, 0.000000,32.089000,101283.287133,60.637000, 1.220642, 0.000018, 0.000158,1118.211000, 0.194331, 0.007849, 2.532185, 0.051137, 0.000000, 2.524485, 0.050981, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.227500,43.630000,-0.027923,43.630000,228.902000,-0.147000,228.902000,196.813000,-0.147000,196.813000,46.683000,-0.003000,46.683000, 0.041748, 5.370000, 0.000000, 0.494632, 0.150549, 0.000009,-0.150549,1655.218745,10.114592,90.038062,90.003238, 3.570793,10.783000,21.982300,14.688000, 7.456565, 1.761916, 0.457112, 0.014030, 0.023584, 0.141441, 1.994155, 0.018341, 0.000000, 0.097000, 0.000000, 0.006000, 0.000000, 0.000000,32.089000,101280.431634,60.634000, 1.220614, 0.000018, 0.000158,1118.208000, 0.225124, 0.008326, 2.726943, 0.050424, 0.000000, 2.718650, 0.050271, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.245000,43.779375,-0.048595,43.779375,229.713000,-0.256000,229.713000,197.624000,-0.256000,197.624000,50.137000,-0.006000,50.137000, 0.044837, 6.220000, 0.000000, 0.490871, 0.172444, 0.000021,-0.172444,1653.378132,10.104213,90.066100,90.006934, 3.298163,10.775000,21.968955,14.658000, 7.456565, 1.751980, 0.482737, 0.014873, 0.031827, 0.150789, 1.994136, 0.018319, 0.000000, 0.097000, 0.000000, 0.007000, 0.000000, 0.000000,32.089000,101277.356884,60.631000, 1.220584, 0.000018, 0.000158,1118.205000, 0.258375, 0.008806, 2.923023, 0.049810, 0.000000, 2.914133, 0.049659, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.262500,43.777188,-0.076172,43.777188,229.718000,-0.401000,229.718000,197.629000,-0.401000,197.629000,53.595000,-0.012000,53.595000, 0.047930, 7.130000, 0.000000, 0.487643, 0.195880, 0.000043,-0.195880,1651.530413,10.093804,90.102635,90.012514, 3.050731,10.767000,21.955572,14.631000, 7.456565, 1.743318, 0.505928, 0.015653, 0.040496, 0.159480, 1.994117, 0.018297, 0.000000, 0.096000, 0.000000, 0.009000, 0.000000, 0.000000,32.089000,101274.062065,60.628000, 1.220552, 0.000018, 0.000158,1118.201000, 0.293970, 0.009287, 3.119621, 0.049280, 0.000000, 3.110131, 0.049130, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.280000,43.775000,-0.110313,43.775000,229.716000,-0.581000,229.715000,197.627000,-0.581000,197.626000,57.054000,-0.021000,57.054000, 0.051023, 8.100000, 0.000000, 0.484813, 0.220805, 0.000077,-0.220805,1649.680855,10.083395,90.148070,90.020264, 2.822951,10.759000,21.942189,14.606000, 7.456565, 1.735646, 0.526050, 0.016350, 0.049543, 0.167322, 1.994098, 0.018275, 0.000000, 0.096000, 0.000000, 0.011000, 0.000000, 0.000000,32.089000,101270.547114,60.625000, 1.220518, 0.000018, 0.000158,1118.197000, 0.331845, 0.009770, 3.316356, 0.048819, 0.000000, 3.306267, 0.048671, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.297500,43.772813,-0.151892,43.772375,229.703000,-0.801000,229.702000,197.615000,-0.801000,197.613000,60.512000,-0.033000,60.512000, 0.054116, 9.131000,-0.000000, 0.482282, 0.247203, 0.000131,-0.247203,1647.829455,10.072987,90.202753,90.030414, 2.610184,10.751000,21.928806,14.582000, 7.456565, 1.728732, 0.542459, 0.016946, 0.058909, 0.174117, 1.994079, 0.018252, 0.000000, 0.096000, 0.000000, 0.012000, 0.000000, 0.000000,32.089000,101266.812054,60.621000, 1.220481, 0.000018, 0.000158,1118.193000, 0.371982, 0.010253, 3.513160, 0.048418, 0.000000, 3.502472, 0.048271, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.315000,43.770625,-0.200032,43.770187,229.686000,-1.055000,229.684000,197.598000,-1.055000,197.595000,63.970000,-0.049000,63.970000, 0.057209,10.222000,-0.001000, 0.479982, 0.275060, 0.000206,-0.275060,1645.976211,10.062578,90.266966,90.043174, 2.408817,10.743000,21.915422,14.560000, 7.456565, 1.722394, 0.554464, 0.017420, 0.068521, 0.179648, 1.994060, 0.018230, 0.000000, 0.096000, 0.000000, 0.014000, 0.000000, 0.000000,32.089000,101262.856918,60.617000, 1.220443, 0.000018, 0.000158,1118.189000, 0.414358, 0.010737, 3.709964, 0.048068, 0.000000, 3.698675, 0.047922, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.332500,43.876250,-0.256676,43.875372,230.229000,-1.355000,230.225000,198.141000,-1.355000,198.136000,67.432000,-0.071000,67.432000, 0.060305,11.374000,-0.002000, 0.477864, 0.304391, 0.000314,-0.304391,1644.116122,10.052141,90.340912,90.058725, 2.215884,10.735000,21.902003,14.539000, 7.456565, 1.716496, 0.561363, 0.017751, 0.078297, 0.183692, 1.994041, 0.018208, 0.000000, 0.096000, 0.000000, 0.016000, 0.000000, 0.000000,32.089000,101258.681696,60.613000, 1.220402, 0.000018, 0.000158,1118.185000, 0.458997, 0.011223, 3.906899, 0.047762, 0.000000, 3.895011, 0.047617, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.350000,44.025000,-0.321382,44.023679,230.994000,-1.697000,230.987000,198.906000,-1.697000,198.898000,70.906000,-0.097000,70.906000, 0.063412,12.587000,-0.003000, 0.475889, 0.335277, 0.000453,-0.335277,1642.252172,10.041693,90.424704,90.077276, 2.028907,10.726000,21.888570,14.519000, 7.456565, 1.710906, 0.562467, 0.017919, 0.088140, 0.186027, 1.994022, 0.018185, 0.000000, 0.096000, 0.000000, 0.017000, 0.000000, 0.000000,32.089000,101254.285854,60.609000, 1.220359, 0.000018, 0.000158,1118.180000, 0.506017, 0.011710, 4.104458, 0.047493, 0.000000, 4.091967, 0.047348, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.367500,44.009688,-0.393007,44.007927,230.883000,-2.076000,230.874000,198.796000,-2.076000,198.785000,74.390000,-0.131000,74.390000, 0.066528,13.860000,-0.004000, 0.474036, 0.367707, 0.000636,-0.367707,1640.393002,10.031282,90.518354,90.098948, 1.846323,10.718000,21.875184,14.499000, 7.456565, 1.705528, 0.556961, 0.017897, 0.097942, 0.186387, 1.994003, 0.018162, 0.000000, 0.096000, 0.000000, 0.019000, 0.000000, 0.000000,32.089000,101249.668600,60.604000, 1.220314, 0.000018, 0.000158,1118.175000, 0.555379, 0.012200, 4.302435, 0.047256, 0.000000, 4.289340, 0.047113, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.385000,43.775625,-0.469275,43.772998,229.606000,-2.480000,229.592000,197.519000,-2.480000,197.503000,77.857000,-0.171000,77.857000, 0.069629,15.195000,-0.007000, 0.472298, 0.401422, 0.000867,-0.401422,1638.540845,10.020921,90.621753,90.123718, 1.667488,10.710000,21.861862,14.479000, 7.456565, 1.700323, 0.543891, 0.017656, 0.107578, 0.184444, 1.993984, 0.018139, 0.000000, 0.096000, 0.000000, 0.021000, 0.000000, 0.000000,32.089000,101244.830126,60.600000, 1.220267, 0.000018, 0.000158,1118.170000, 0.606676, 0.012689, 4.499283, 0.047051, 0.000000, 4.485588, 0.046908, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.402500,43.541563,-0.552107,43.538079,228.322000,-2.918000,228.303000,196.236000,-2.918000,196.214000,81.302000,-0.218000,81.301000, 0.072710,16.589000,-0.010000, 0.470664, 0.436329, 0.001156,-0.436329,1636.686847,10.010560,90.734663,90.151610, 1.491434,10.702000,21.848540,14.460000, 7.456565, 1.695262, 0.522531, 0.017174, 0.116908, 0.179938, 1.993965, 0.018116, 0.000000, 0.096000, 0.000000, 0.022000, 0.000000, 0.000000,32.089000,101239.771817,60.595000, 1.220217, 0.000018, 0.000158,1118.165000, 0.659750, 0.013175, 4.694619, 0.046874, 0.000000, 4.680327, 0.046731, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.420000,43.307500,-0.640518,43.302736,227.029000,-3.387000,227.004000,194.944000,-3.387000,194.915000,84.723000,-0.274000,84.723000, 0.075770,18.044000,-0.014000, 0.469125, 0.472393, 0.001507,-0.472393,1634.831006,10.000199,90.856695,90.182660, 1.317378,10.694000,21.835218,14.441000, 7.456565, 1.690307, 0.492268, 0.016429, 0.125782, 0.172640, 1.993946, 0.018092, 0.000000, 0.096000, 0.000000, 0.024000, 0.000000, 0.000000,32.089000,101234.495134,60.589000, 1.220166, 0.000018, 0.000158,1118.159000, 0.714530, 0.013658, 4.888405, 0.046721, 0.000000, 4.873522, 0.046579, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.437500,43.073438,-0.734833,43.066976,225.728000,-3.887000,225.695000,193.645000,-3.887000,193.606000,88.122000,-0.338000,88.122000, 0.078810,19.559000,-0.019000, 0.467672, 0.509584, 0.001931,-0.509579,1632.973318, 9.989838,90.987307,90.216868, 1.144861,10.686000,21.821896,14.422000, 7.456565, 1.685432, 0.452590, 0.015405, 0.134039, 0.162346, 1.993926, 0.018068, 0.000000, 0.096000, 0.000000, 0.026000, 0.000000, 0.000000,32.089000,101229.001555,60.584000, 1.220112, 0.000018, 0.000158,1118.154000, 0.770949, 0.014140, 5.080619, 0.046591, 0.000000, 5.065149, 0.046449, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.455000,40.535000,-0.789216,40.527298,212.195000,-4.175000,212.154000,180.114000,-4.175000,180.065000,91.368000,-0.408000,91.367000, 0.081713,21.132000,-0.025000, 0.466340, 0.546533, 0.002416,-0.546527,1631.197768, 9.979944,91.125789,90.253182, 0.975013,10.678000,21.809175,14.403000, 7.456565, 1.680520, 0.402580, 0.014070, 0.141507, 0.148710, 1.993907, 0.018044, 0.000000, 0.096000, 0.000000, 0.027000, 0.000000, 0.000000,32.089000,101223.294982,60.578000, 1.220057, 0.000018, 0.000158,1118.148000, 0.826794, 0.014602, 5.264277, 0.046486, 0.000000, 5.248246, 0.046344, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.472500,40.377500,-0.888305,40.367809,211.284000,-4.701000,211.232000,179.204000,-4.701000,179.143000,94.510000,-0.486000,94.509000, 0.084524,22.760000,-0.032000, 0.465114, 0.583324, 0.002969,-0.583318,1629.479838, 9.970381,91.271252,90.291717, 0.807269,10.671000,21.796879,14.385000, 7.456565, 1.675608, 0.342545, 0.012430, 0.148003, 0.131760, 1.993888, 0.018019, 0.000000, 0.096000, 0.000000, 0.029000, 0.000000, 0.000000,32.089000,101217.386646,60.573000, 1.219999, 0.000018, 0.000158,1118.141000, 0.882191, 0.015048, 5.440642, 0.046402, 0.000000, 5.424073, 0.046261, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.490000,40.220000,-0.991021,40.207934,210.366000,-5.246000,210.301000,178.289000,-5.246000,178.212000,97.637000,-0.573000,97.635000, 0.087321,24.443000,-0.041000, 0.463957, 0.621088, 0.003615,-0.621076,1627.760329, 9.960817,91.422629,90.333320, 0.640828,10.663000,21.784583,14.366000, 7.456565, 1.670762, 0.273106, 0.010501, 0.153360, 0.111643, 1.993868, 0.017994, 0.000000, 0.096000, 0.000000, 0.031000, 0.000000, 0.000000,32.089000,101211.279068,60.567000, 1.219940, 0.000018, 0.000158,1118.135000, 0.938924, 0.015492, 5.615823, 0.046331, 0.000000, 5.598719, 0.046190, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.507500,40.062500,-1.095709,40.047677,209.442000,-5.801000,209.362000,177.368000,-5.801000,177.273000,100.748000,-0.670000,100.745000, 0.090104,26.181000,-0.051000, 0.462865, 0.659809, 0.004355,-0.659796,1626.039238, 9.951254,91.578692,90.377888, 0.476387,10.656000,21.772286,14.348000, 7.456565, 1.666015, 0.194510, 0.008289, 0.157415, 0.088377, 1.993849, 0.017968, 0.000000, 0.096000, 0.000000, 0.033000, 0.000000, 0.000000,32.089000,101204.973315,60.560000, 1.219878, 0.000018, 0.000158,1118.128000, 0.996974, 0.015935, 5.789883, 0.046272, 0.000000, 5.772247, 0.046131, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.525000,39.905000,-1.202338,39.887043,208.512000,-6.367000,208.415000,176.441000,-6.367000,176.326000,103.842000,-0.777000,103.839000, 0.092871,27.973000,-0.063000, 0.461836, 0.699472, 0.005190,-0.699451,1624.316564, 9.941690,91.738052,90.425276, 0.314813,10.648000,21.759990,14.331000, 7.456565, 1.661411, 0.107234, 0.005804, 0.160013, 0.062051, 1.993830, 0.017942, 0.000000, 0.095000, 0.000000, 0.034000, 0.000000, 0.000000,32.089000,101198.470462,60.554000, 1.219815, 0.000018, 0.000158,1118.121000, 1.056331, 0.016376, 5.962908, 0.046222, 0.000000, 5.944743, 0.046081, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.542500,39.612778,-1.304845,39.591387,206.857000,-6.911000,206.741000,174.789000,-6.911000,174.652000,106.914000,-0.894000,106.911000, 0.095620,29.819000,-0.077000, 0.460869, 0.740006, 0.006142,-0.739984,1622.630599, 9.932339,91.899166,90.475262, 0.157152,10.641000,21.747967,14.313000, 7.456565, 1.656924, 0.012004, 0.003063, 0.161008, 0.032839, 1.993810, 0.017915, 0.000000, 0.095000, 0.000000, 0.036000, 0.000000, 0.000000,32.089000,101191.771663,60.548000, 1.219749, 0.000018, 0.000158,1118.114000, 1.116865, 0.016815, 6.134568, 0.046180, 0.000000, 6.115879, 0.046039, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.560000,39.266667,-1.403783,39.241536,204.908000,-7.436000,204.773000,172.844000,-7.436000,172.684000,109.953000,-1.020000,109.948000, 0.098339,31.719000,-0.094000, 0.459963, 0.781214, 0.007195,-0.781183,1620.958447, 9.923073,92.060357,90.527475, 0.004588,10.634000,21.736053,14.297000, 7.456565, 1.652658,-0.090133, 0.000094, 0.160269, 0.001014, 1.993791, 0.017888, 0.000000, 0.095000, 0.000000, 0.038000, 0.000000, 0.000000,32.089000,101184.878749,60.541000, 1.219682, 0.000018, 0.000158,1118.107000, 1.178340, 0.017250, 6.304385, 0.046145, 0.000000, 6.285176, 0.046004, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
